Case Number,Location,Total Number Occupants,Total Number Units,Licence Commenced,Licence Expires
17/04067/HMOADL,25 Maidcroft Road Oxford Oxfordshire OX4 3EN,5,5,27-Nov-17,26-Nov-18
17/03653/HMOADS,65 William Street Oxford Oxfordshire OX3 0ES,5,,27-Nov-17,26-Nov-18
17/01403/HMOADS,25 Marston Street Oxford Oxfordshire OX4 1JU,4,4,27-Nov-17,26-Nov-18
17/03319/HMOLIC,48 Aston Street Oxford Oxfordshire OX4 1EP,6,6,27-Nov-17,26-Nov-18
17/04167/HMOADL,22 Randolph Street Oxford Oxfordshire OX4 1XZ,4,,24-Nov-17,26-Nov-18
17/01413/HMOADL,24 Marsh Road Oxford OX4 2HH,6,,27-Nov-17,26-Nov-18
13/02686/HMOADS,123 Charles Street Oxford Oxfordshire OX4 3AX,4,4,27-Nov-17,26-Nov-18
17/03567/HMOADS,109 Magdalen Road Oxford Oxfordshire OX4 1RQ,4,,27-Nov-17,26-Nov-18
17/03680/HMOADS,436 Cowley Road Oxford Oxfordshire OX4 2DW,4,4,27-Nov-17,26-Nov-18
17/03958/HMOLIC,5 Bullingdon Road Oxford Oxfordshire OX4 1QQ,6,,27-Nov-17,26-Nov-18
17/03969/HMOADL,41 Don Bosco Close Oxford Oxfordshire OX4 2LD,3,,27-Nov-17,26-Nov-18
17/04119/HMOADL,53 Fairacres Road Oxford Oxfordshire OX4 1TH,4,4,27-Nov-17,26-Nov-18
17/04170/HMOADL,146 Cricket Road Oxford Oxfordshire OX4 3DL,11,,28-Nov-17,27-Nov-18
17/03873/HMOADL,85 Bulan Road Oxford Oxfordshire OX3 7HZ,8,,28-Nov-17,27-Nov-18
17/04114/HMOADL,1A Girdlestone Road Oxford Headington Oxfordshire OX3 7LZ,4,4,28-Nov-17,27-Nov-18
17/01834/HMOADL,16 John Buchan Road Headington Oxford OX3 9QN,7,2,13-Jul-17,27-Nov-18
17/03311/HMOADS,24 Dynham Place Oxford Oxfordshire OX3 7NL,4,,28-Nov-17,27-Nov-18
17/01971/HMOADL,18 Jersey Road Oxford Oxfordshire OX4 4RT,7,,14-Jul-17,27-Nov-18
17/04411/HMOADL,24 Cripley Road Oxford Oxfordshire OX2 0AH,5,,28-Nov-17,27-Nov-18
17/03511/HMOLIC,29 Cavendish Road Oxford Oxfordshire OX2 7TN,5,,28-Nov-17,27-Nov-18
16/04599/HMOADS,14 Jeune Street Oxford Oxfordshire OX4 1BN,4,,27-Nov-16,27-Nov-18
17/03462/HMOADS,20 Dorchester Close Oxford Oxfordshire OX3 8SS,5,,29-Nov-17,28-Nov-18
17/02062/HMOADL,17 Parsons Place Oxford Oxfordshire OX4 1NL,5,5,20-Jul-17,28-Nov-18
17/03934/HMOLIC,287 Cowley Road Oxford Oxfordshire OX4 2AQ,6,,29-Nov-17,28-Nov-18
17/03055/HMOADL,14 Mortimer Drive Oxford Oxfordshire OX3 0RS,5,,29-Nov-17,28-Nov-18
16/04496/HMOLIC,11 Horwood Close Oxford Oxfordshire OX3 7RF,6,6,29-Nov-17,28-Nov-18
17/02022/HMOADL,96A Bullingdon Road Oxford Oxfordshire OX4 1QL,5,5,29-Nov-17,28-Nov-18
17/04178/HMOADS,108 Copse Lane Oxford Oxfordshire OX3 0AU,3,,29-Nov-17,28-Nov-18
17/01974/HMOADL,32 Thames View Road Oxford Oxfordshire OX4 4TG,5,,15-Jul-17,28-Nov-18
17/01973/HMOLIC,14 Jersey Road Oxford Oxfordshire OX4 4RT,14,,14-Jul-17,28-Nov-18
17/03015/HMOADL,24 Maltfield Road Oxford Oxfordshire OX3 9RG,5,,29-Nov-17,28-Nov-18
17/03032/HMOADS,43 Trinity Street Oxford Oxfordshire OX1 1TY,4,4,29-Nov-17,28-Nov-18
17/03031/HMOLIC,47 - 48 St John Street Oxford Oxfordshire OX1 2LQ,8,,29-Nov-17,28-Nov-18
17/04641/HMOADL,348 Cowley Road Oxford Oxfordshire OX4 2AG,5,,29-Nov-17,28-Nov-18
17/02364/HMOADS,24 Phipps Road Oxford Oxfordshire OX4 3HH,4,6,30-Jul-17,28-Nov-18
17/03050/HMOADS,301 Meadow Lane Oxford Oxfordshire OX4 4BJ,5,,29-Nov-17,28-Nov-18
16/04602/HMOADL,52 Divinity Road Oxford Oxfordshire OX4 1LJ,5,5,28-Nov-16,28-Nov-18
17/03187/HMOADS,17 Tilehouse Close Oxford Oxfordshire OX3 8AU,4,,06-Oct-17,28-Nov-18
17/04560/HMOADS,46 Coverley Road Oxford Oxfordshire OX3 7EX,4,,29-Nov-17,28-Nov-18
17/02861/HMOADS,41 Long Close Oxford Oxfordshire OX3 8TT,7,,29-Nov-17,28-Nov-18
17/03380/HMOADL,29 Regent Street Oxford Oxfordshire OX4 1QX,5,,29-Nov-17,28-Nov-18
17/01922/HMOADL,5 Faulkner Street Oxford Oxfordshire OX1 1UA,6,,14-Jul-17,28-Nov-18
17/03327/HMOADS,36 Edith Road Oxford Oxfordshire OX1 4QA,4,,30-Nov-17,29-Nov-18
17/03717/HMOLIC,56 Marston Street Oxford Oxfordshire OX4 1JU,5,5,30-Nov-17,29-Nov-18
17/04054/HMOADL,Laurel House 39 Stanley Road Oxford Oxfordshire OX4 1QY,4,4,30-Nov-17,29-Nov-18
17/03507/HMOADS,29 Peat Moors Oxford Oxfordshire OX3 7HS,4,,30-Nov-17,29-Nov-18
17/03084/HMOLIC,31 Park Town Oxford Oxfordshire OX2 6SN,7,,29-Sep-17,29-Nov-18
16/04803/HMOADL,23 Kennett Road Headington Oxford OX3 7BH,5,,30-Nov-17,29-Nov-18
17/04155/HMOLIC,1 Iffley Road Oxford Oxfordshire OX4 1EA,5,,30-Nov-17,29-Nov-18
17/02360/HMOLIC,15 Paget Road Oxford Oxfordshire OX4 2TB,5,,24-Aug-17,29-Nov-18
17/04122/HMOADL,172 Pegasus Road Oxford Oxfordshire OX4 6JQ,12,,30-Nov-17,29-Nov-18
17/04176/HMOADL,127 Oxford Road Cowley Oxford Oxfordshire OX4 2ES,5,,01-Dec-17,30-Nov-18
17/04156/HMOADL,92 Old Road Headington Oxford Oxfordshire OX3 8SX,10,,01-Dec-17,30-Nov-18
17/03458/HMOLIC,28 Bullingdon Road Oxford Oxfordshire OX4 1QH,6,6,01-Dec-17,30-Nov-18
17/04158/HMOADL,22 Littlehay Road Oxford Oxfordshire OX4 3EG,5,,01-Dec-17,30-Nov-18
16/02992/HMOADL,39 Gaisford Road Oxford Oxfordshire OX4 3LH,6,,01-Dec-17,30-Nov-18
17/03725/HMOADL,18 Randolph Street Oxford Oxfordshire OX4 1XZ,4,3,01-Dec-17,30-Nov-18
17/04146/HMOADL,34 Regent Street Oxford Oxfordshire OX4 1QX,6,6,01-Dec-17,30-Nov-18
17/04055/HMOADL,76 Grays Road Oxford Oxfordshire OX3 7PY,5,,01-Dec-17,30-Nov-18
17/04126/HMOADL,58 St Clement's Street Oxford Oxfordshire OX4 1AH,4,4,01-Dec-17,30-Nov-18
17/04162/HMOADS,27 Charles Street Oxford Oxfordshire OX4 3AU,4,,01-Dec-17,30-Nov-18
17/03919/HMOADL,4 Southfield Road Oxford Oxfordshire OX4 1NZ,6,,01-Dec-17,30-Nov-18
17/03964/HMOADL,2 Burdell Avenue Oxford Oxfordshire OX3 8ED,6,,01-Dec-17,30-Nov-18
17/01570/HMOLIC,50 St Mary's Road Oxford Oxfordshire OX4 1PY,5,5,01-Dec-17,30-Nov-18
16/05044/HMOADL,181 Howard Street Oxford Oxfordshire OX4 3BA,4,4,01-Dec-16,01-Dec-18
16/05037/HMOADS,2 Addison Crescent Oxford Oxfordshire OX4 4BD,4,,01-Dec-16,01-Dec-18
17/04179/HMOADS,28 Edith Road Oxford Oxfordshire OX1 4QA,5,5,02-Dec-17,01-Dec-18
17/04260/HMOADS,175 Morrell Avenue Oxford Oxfordshire OX4 1NG,4,4,02-Dec-17,01-Dec-18
17/04183/HMOADL,54 Dene Road Oxford Oxfordshire OX3 7EE,7,,03-Dec-17,02-Dec-18
17/04181/HMOLIC,45 Walton Street Oxford Oxfordshire OX2 6AD,7,7,03-Dec-17,02-Dec-18
17/03793/HMOADL,11 Oswestry Road Oxford OX1 4TL,5,5,04-Dec-17,03-Dec-18
16/02836/HMOADL,33 Ridgefield Road Oxford Oxfordshire OX4 3BU,5,,04-Dec-17,03-Dec-18
17/04539/HMOADL,6 Lincoln Road Oxford Oxfordshire OX1 4TB,6,,04-Dec-17,03-Dec-18
17/03078/HMOADS,439 Cowley Road Oxford Oxfordshire OX4 2DL,5,5,17-Sep-17,03-Dec-18
16/05066/HMOADL,1 Shirelake Close Oxford Oxfordshire OX1 1SN,5,,03-Dec-16,03-Dec-18
17/03796/HMOADL,21 London Road Headington Oxford Oxfordshire OX3 7RE,4,,04-Dec-17,03-Dec-18
17/04197/HMOLIC,26 Princes Street Oxford Oxfordshire OX4 1DD,7,,04-Dec-17,03-Dec-18
17/03383/HMOADS,25 Court Farm Road Oxford Oxfordshire OX4 4UN,4,,04-Dec-17,03-Dec-18
17/04290/HMOADS,96 Lime Walk Oxford Oxfordshire OX3 7AF,4,,04-Dec-17,03-Dec-18
15/03020/HMOADL,109 Lytton Road Oxford Oxfordshire OX4 3NY,5,,05-Dec-17,04-Dec-18
16/01102/HMOADS,57 Freelands Road Oxford Oxfordshire OX4 4BS,4,,05-Dec-17,04-Dec-18
16/02325/HMOLIC,1 Razia Apartments 312 London Road Headington Oxford Oxfordshire OX3 8DJ,3,,05-Dec-17,04-Dec-18
17/04174/HMOADS,73 Gipsy Lane Oxford Oxfordshire OX3 7PU,4,3,05-Dec-17,04-Dec-18
16/05595/HMOADS,68 Venneit Close Oxford Oxfordshire OX1 1HY,3,,05-Dec-17,04-Dec-18
17/04292/HMOADL,64 Valentia Road Oxford Oxfordshire OX3 7PW,4,4,05-Dec-17,04-Dec-18
17/04231/HMOADL,31 Gladstone Road Oxford Oxfordshire OX3 8LL,6,6,05-Dec-17,04-Dec-18
17/04212/HMOLIC,45 Southfield Road Oxford Oxfordshire OX4 1NX,5,,05-Dec-17,04-Dec-18
17/04415/HMOADL,21 Old Marston Road Oxford Oxfordshire OX3 0JR,5,5,05-Dec-17,04-Dec-18
16/03370/HMOADS,Annexe 19 Shelley Road Oxford Oxfordshire OX4 3EB,4,,06-Dec-17,05-Dec-18
17/02433/HMOADS,33 Oliver Road Oxford Oxfordshire OX4 2JQ,4,4,06-Dec-17,05-Dec-18
17/02684/HMOLIC,480 Banbury Road Oxford Oxfordshire OX2 8EN,6,6,06-Dec-17,05-Dec-18
17/03181/HMOLIC,39 Valentia Road Oxford Oxfordshire OX3 7PN,5,5,06-Dec-17,05-Dec-18
17/04298/HMOADL,1 Leopold Street Oxford Oxfordshire,6,,06-Dec-17,05-Dec-18
17/03344/HMOADS,19 Annesley Road Oxford Oxfordshire OX4 4JH,4,4,06-Dec-17,05-Dec-18
17/03343/HMOADL,24 Addison Crescent Oxford Oxfordshire OX4 4BD,5,,06-Dec-17,05-Dec-18
17/03340/HMOADS,13 Grays Road Oxford Oxfordshire OX3 7QA,3,3,06-Dec-17,05-Dec-18
17/03384/HMOADL,29 Valentia Road Headington Oxford OX3 7PN,4,4,06-Dec-17,05-Dec-18
17/03338/HMOADL,3 Bartlemas Road Oxford Oxfordshire OX4 1XU,10,,06-Dec-17,05-Dec-18
17/03345/HMOLIC,40 Aston Street Oxford OX4 1EP,15,,06-Dec-17,05-Dec-18
17/03643/HMOADL,231 London Road Headington Oxford Oxfordshire OX3 9JA,5,,06-Dec-17,05-Dec-18
16/05072/HMOADS,130 Hollow Way Oxford Oxfordshire OX4 2NL,4,,05-Dec-16,05-Dec-18
17/03845/HMOLIC,21 Old Road Headington Oxford Oxfordshire OX3 7JY,5,5,06-Dec-17,05-Dec-18
16/04101/HMOADL,40 Divinity Road Oxford Oxfordshire OX4 1LJ,5,,30-Sep-16,06-Dec-18
17/03551/HMOLIC,136 Hurst Street Oxford Oxfordshire OX4 1HG,5,5,07-Dec-17,06-Dec-18
17/04338/HMOADS,236 Cowley Road Oxford Oxfordshire OX4 1UH,3,3,07-Dec-17,06-Dec-18
17/04299/HMOADS,Flat 1 Oakthorpe Mansions 205 Banbury Road Oxford Oxfordshire OX2 7HG,3,3,07-Dec-17,06-Dec-18
17/04300/HMOADS,Flat 3 Oakthorpe Mansions 205 Banbury Road Oxford Oxfordshire OX2 7HG,3,,07-Dec-17,06-Dec-18
17/03871/HMOLIC,46 St Clements Street Oxford Oxfordshire OX4 1AG,5,,07-Dec-17,06-Dec-18
17/04286/HMOLIC,36 Regent Street Oxford Oxfordshire OX4 1QX,5,6,03-Jul-17,07-Dec-18
17/04267/HMOADS,Flat 6 Crescent Court 161 Crescent Road Oxford Oxfordshire OX4 2NX,3,,08-Dec-17,07-Dec-18
17/03904/HMOADL,4 Little Brewery Street Oxford Oxfordshire OX4 1BJ,4,4,08-Dec-17,07-Dec-18
16/00059/HMOADS,58 Mortimer Drive Oxford Oxfordshire OX3 0RU,4,4,08-Dec-17,07-Dec-18
17/03970/HMOADS,15 Cherwell Drive Oxford Oxfordshire OX3 0NB,4,,08-Dec-17,07-Dec-18
16/06199/HMOADL,3 Kempson Crescent Oxford Oxfordshire OX4 4QE,5,,08-Dec-17,07-Dec-18
17/04441/HMOADL,4 Fern Hill Road Oxford Oxfordshire OX4 2JN,6,6,09-Dec-17,08-Dec-18
17/04373/HMOADL,16 Jersey Road Oxford Oxfordshire OX4 4RT,13,,09-Dec-17,08-Dec-18
16/05079/HMOLIC,1A Little Clarendon Street Oxford Oxfordshire OX1 2HP,13,10,09-Dec-16,08-Dec-18
17/04374/HMOLIC,56 Windmill Road Oxford Oxfordshire OX3 7BX,5,,09-Dec-17,08-Dec-18
17/04313/HMOADS,117 Oxford Road Cowley Oxford Oxfordshire OX4 2ES,4,4,09-Dec-17,08-Dec-18
16/05148/HMOLIC,3 Harcourt Terrace Oxford Oxfordshire OX3 7QF,6,6,09-Dec-16,09-Dec-18
16/05080/HMOADS,23 Tyndale Road Oxford Oxfordshire OX4 1JL,3,3,09-Dec-16,09-Dec-18
16/05096/HMOADL,38 Broad Oak Oxford Headington Oxfordshire OX3 8TS,4,4,09-Dec-16,09-Dec-18
16/05146/HMOADS,5 Dodgson Road Oxford Oxfordshire OX4 3QS,4,,09-Dec-16,09-Dec-18
17/04314/HMOADS,29 Old Road Headington Oxford Oxfordshire OX3 7JY,4,,10-Dec-17,09-Dec-18
17/04214/HMOADS,27 Southfield Road Oxford OX4 1NX,4,,10-Dec-17,09-Dec-18
17/03341/HMOADS,6 Chester Street Oxford Oxfordshire OX4 1SL,4,4,11-Dec-17,10-Dec-18
17/03597/HMOADS,34 Napier Road Oxford Oxfordshire OX4 3JA,5,,11-Dec-17,10-Dec-18
17/04396/HMOADS,98 Valentia Road Oxford Oxfordshire OX3 7PW,4,4,11-Dec-17,10-Dec-18
17/04603/HMOADL,6A Cherwell Street Oxford Oxfordshire OX4 1BG,3,,11-Dec-17,10-Dec-18
17/03502/HMOLIC,17 Warneford Road Oxford Oxfordshire OX4 1LU,5,5,11-Dec-17,10-Dec-18
17/04293/HMOADS,179 Cowley Road Oxford Oxfordshire OX4 1UT,3,,11-Dec-17,10-Dec-18
16/05165/HMOADL,30 Jersey Road Oxford Oxfordshire OX4 4RT,5,,10-Dec-16,10-Dec-18
17/03366/HMOADL,41 Mill Street Oxford Oxfordshire OX2 0AJ,6,,11-Dec-17,10-Dec-18
17/03591/HMOADS,42 Maidcroft Road Oxford Oxfordshire OX4 3EN,4,,11-Dec-17,10-Dec-18
16/05164/HMOADS,1 Gipsy Lane Oxford Oxfordshire OX3 7PT,4,4,10-Dec-16,10-Dec-18
17/03640/HMOADL,40 Mill Street Oxford Oxfordshire OX2 0AJ,5,,11-Dec-17,10-Dec-18
17/01662/HMOLIC,12 Horwood Close Oxford Oxfordshire OX3 7RF,5,,11-Dec-17,10-Dec-18
17/04568/HMOLIC,106 Cardigan Street Oxford Oxfordshire OX2 6BW,6,,12-Dec-17,11-Dec-18
17/03349/HMOADL,43 Peat Moors Oxford Oxfordshire OX3 7HS,5,5,12-Dec-17,11-Dec-18
17/03176/HMOADL,2 Minster Road Oxford Oxfordshire OX4 1LX,4,3,12-Dec-17,11-Dec-18
17/03225/HMOADS,79 Dene Road Oxford Oxfordshire OX3 7EQ,4,,15-Oct-17,11-Dec-18
17/03649/HMOADL,36 Garsington Road Oxford Oxfordshire OX4 2LG,5,,12-Dec-17,11-Dec-18
17/01660/HMOADS,83 Venneit Close Oxford Oxfordshire OX1 1HY,4,,12-Dec-17,11-Dec-18
17/01659/HMOADS,52 Venneit Close Oxford Oxfordshire OX1 1HY,3,3,12-Dec-17,11-Dec-18
17/03926/HMOADL,40 Liddell Road Oxford Oxfordshire OX4 3QU,6,6,12-Dec-17,11-Dec-18
17/02466/HMOLIC,125 Bullingdon Road Oxford Oxfordshire,6,6,12-Dec-17,11-Dec-18
17/03139/HMOLIC,184 Headington Road Oxford Oxfordshire OX3 0BS,5,5,13-Dec-17,12-Dec-18
17/04538/HMOADL,82 Normandy Crescent Oxford Oxfordshire OX4 2TN,6,,13-Dec-17,12-Dec-18
17/04542/HMOADL,35 White Road Oxford Oxfordshire OX4 2JJ,6,,13-Dec-17,12-Dec-18
17/03672/HMOADL,93 Harefields Oxford Oxfordshire OX2 8NR,4,,13-Dec-17,12-Dec-18
17/03202/HMOADL,57 Headley Way Oxford Oxfordshire OX3 7SR,6,,13-Dec-17,12-Dec-18
17/03219/HMOLIC,23 Harcourt Terrace Oxford Oxfordshire OX3 7QF,6,6,13-Dec-17,12-Dec-18
17/03424/HMOADS,Flat 1 Fettler's House Eagle Works Walton Well Road Oxford Oxfordshire OX2 6GE,3,,13-Dec-17,12-Dec-18
17/03754/HMOADL,3 Oliver Road Oxford Oxfordshire OX4 2JQ,6,4,13-Dec-17,12-Dec-18
17/03358/HMOLIC,30 Henley Street Oxford Oxfordshire OX4 1ER,,,13-Dec-17,12-Dec-18
16/05452/HMOLIC,157 Walton Street Oxford Oxfordshire OX1 2HD,5,,13-Dec-17,12-Dec-18
17/03237/HMOADL,30A Henley Street Oxford Oxfordshire OX4 1ES,5,4,13-Dec-17,12-Dec-18
17/04372/HMOADS,8 Long Lane Oxford Oxfordshire OX4 3TW,5,4,13-Dec-17,12-Dec-18
17/04091/HMOLIC,Cluster D 4 Queen Street Oxford Oxfordshire OX1 1EJ,8,,14-Dec-17,13-Dec-18
17/03427/HMOLIC,188 Howard Street Oxford Oxfordshire OX4 3BQ,7,7,14-Dec-17,13-Dec-18
17/04087/HMOLIC,Cluster A 4 Queen Street Oxford Oxfordshire OX1 1EJ,16,,14-Dec-17,13-Dec-18
17/04089/HMOLIC,Cluster H 4 Queen Street Oxford Oxfordshire OX1 1EJ,6,,14-Dec-17,13-Dec-18
17/04090/HMOLIC,Cluster C 4 Queen Street Oxford Oxfordshire OX1 1EJ,8,,14-Dec-17,13-Dec-18
17/04093/HMOLIC,Cluster E 4 Queen Street Oxford Oxfordshire OX1 1EJ,8,,14-Dec-17,13-Dec-18
17/03362/HMOLIC,114 Ridgefield Road Oxford OX4 3DB,19,,14-Dec-17,13-Dec-18
17/03402/HMOADS,63 Hertford Street Oxford Oxfordshire OX4 3AL,4,,14-Dec-17,13-Dec-18
17/04095/HMOLIC,Cluster F 4 Queen Street Oxford Oxfordshire OX1 1EJ,8,,14-Dec-17,13-Dec-18
17/04098/HMOLIC,Cluster G 4 Queen Street Oxford Oxfordshire OX1 1EJ,8,,14-Dec-17,13-Dec-18
16/05195/HMOADL,41 Donnington Bridge Road Oxford Oxfordshire OX4 4AZ,8,4,15-Dec-16,14-Dec-18
17/03510/HMOADL,156 Headley Way Oxford Oxfordshire OX3 7SZ,5,,15-Dec-17,14-Dec-18
17/04844/HMOADL,103 Howard Street Oxford Oxfordshire OX4 3AZ,9,,15-Dec-17,14-Dec-18
17/04557/HMOADL,11 Sermon Close Oxford Oxfordshire OX3 8ER,5,,15-Dec-17,14-Dec-18
17/03967/HMOLIC,40 Hurst Street Oxford Oxfordshire OX4 1HD,6,,15-Dec-17,14-Dec-18
17/04505/HMOLIC,54 James Street Oxford Oxfordshire OX4 1EU,5,6,16-Dec-17,15-Dec-18
17/04564/HMOLIC,40 Ridgefield Road Oxford OX4 3BX,20,,16-Dec-17,15-Dec-18
17/04203/HMOADS,33 Warwick Street Oxford Oxfordshire OX4 1SZ,4,,16-Dec-17,15-Dec-18
17/03342/HMOADS,296 Abingdon Road Oxford OX1 4TE,4,4,16-Dec-17,15-Dec-18
17/04500/HMOLIC,53 Howard Street Oxford Oxfordshire OX4 3AY,5,5,16-Dec-17,15-Dec-18
17/04337/HMOADS,12 Brookfield Crescent Oxford Oxfordshire OX3 0AZ,4,4,16-Dec-17,15-Dec-18
17/04329/HMOADS,60 Valentia Road Headington Oxford OX3 7PL,3,,17-Dec-17,16-Dec-18
17/04434/HMOADS,147 Church Cowley Road Oxford Oxfordshire OX4 3JS,4,,17-Dec-17,16-Dec-18
17/04571/HMOLIC,11 Regent Street Oxford Oxfordshire OX4 1QU,5,,17-Dec-17,16-Dec-18
17/04424/HMOADS,62 Valentia Road Oxford Oxfordshire OX3 7PW,4,,17-Dec-17,16-Dec-18
17/03346/HMOLIC,72 Abingdon Road Oxford Oxfordshire OX1 4PL,6,,17-Dec-17,16-Dec-18
17/04581/HMOLIC,42 James Street Oxford Oxfordshire OX4 1ET,5,5,17-Dec-17,16-Dec-18
17/04425/HMOADS,36 Ouseley Close Oxford Marston Oxfordshire OX3 0JS,4,,17-Dec-17,16-Dec-18
17/04506/HMOADL,32 Temple Road Oxford OX4 2HD,4,,17-Dec-17,16-Dec-18
16/05234/HMOADS,23 St Thomas Street Oxford Oxfordshire OX1 1JJ,4,4,16-Dec-16,16-Dec-18
17/00943/HMOADL,8 Marshall Road Oxford Oxfordshire OX4 2NR,6,,18-Dec-17,17-Dec-18
17/04310/HMOADL,9 William Kimber Crescent Oxford Oxfordshire OX3 8LW,5,,18-Dec-17,17-Dec-18
16/05613/HMOADS,18 Percy Street Oxford Oxfordshire OX4 3AA,4,4,18-Dec-16,17-Dec-18
17/04427/HMOLIC,8 Essex Street Oxford Oxfordshire OX4 3AW,9,,18-Dec-18,17-Dec-18
17/03509/HMOADS,Bellasitum 25 Walton Lane Oxford Oxfordshire OX1 2JN,3,,18-Dec-17,17-Dec-18
16/05291/HMOADS,86 Cricket Road Oxford Oxfordshire OX4 3DH,4,3,19-Dec-16,18-Dec-18
17/03351/HMOLIC,44 James Street Oxford Oxfordshire OX4 1ET,5,5,19-Dec-17,18-Dec-18
17/03862/HMOADL,67 Mill Street Oxford Oxfordshire OX2 0AL,6,,19-Dec-17,18-Dec-18
17/04619/HMOLIC,2 Newton Road Oxford Oxfordshire OX1 4PT,5,,20-Dec-17,19-Dec-18
17/04943/HMOADS,113 Reliance Way Oxford Oxfordshire OX4 2FW,3,,20-Dec-17,19-Dec-18
17/04532/HMOADL,Somerford House 14 Coolidge Close Oxford Oxfordshire OX3 7NP,3,3,20-Dec-17,19-Dec-18
17/04565/HMOADS,40 Warwick Street Oxford OX4 1SX,4,4,20-Dec-17,19-Dec-18
17/04726/HMOADS,9 Headley Way Oxford Oxfordshire OX3 0LP,9,,20-Dec-17,19-Dec-18
16/00153/HMOADL,29 Bartlemas Road Oxford Oxfordshire OX4 1XU,7,,20-Dec-17,19-Dec-18
17/04501/HMOADL,15 Divinity Road Oxford Oxfordshire OX4 1LH,5,5,20-Dec-17,19-Dec-18
17/04690/HMOADL,125 Hollow Way Oxford Cowley Oxfordshire OX4 2NE,5,,18-Dec-17,19-Dec-18
17/04317/HMOADS,6 Dene Road Oxford Oxfordshire OX3 7EE,4,4,20-Dec-17,19-Dec-18
17/04509/HMOADL,15 The Slade Oxford Oxfordshire OX3 7HL,5,5,20-Dec-17,19-Dec-18
17/01790/HMOADL,135 Marlborough Road Oxford Oxfordshire OX1 4LY,5,5,21-Dec-17,20-Dec-18
17/01294/HMOLIC,3 Minster Road Oxford Oxfordshire OX4 1LX,5,,21-Dec-17,20-Dec-18
17/02305/HMOADL,92B Cowley Road Oxford Oxfordshire OX4 1JB,4,4,21-Dec-17,20-Dec-18
17/01684/HMOADS,92A Cowley Road Oxford Oxfordshire OX4 3TJ,4,,21-Dec-17,20-Dec-18
16/03293/HMOLIC,71 Iffley Road Oxford Oxfordshire OX4 1EF,6,6,21-Dec-17,20-Dec-18
16/04741/HMOADS,75 Gipsy Lane Oxford Oxfordshire OX3 7PU,4,4,21-Dec-17,20-Dec-18
17/04587/HMOADL,71 Bulan Road Oxford Oxfordshire OX3 7HZ,8,8,21-Dec-17,20-Dec-18
17/03333/HMOADS,21 Bartlemas Road Oxford Oxfordshire OX4 1XU,4,4,21-Dec-17,20-Dec-18
17/05105/HMOADL,286 Abingdon Road Oxford Oxfordshire OX1 4TE,4,,21-Dec-17,20-Dec-18
17/04346/HMOLIC,127 Botley Road Oxford Oxfordshire OX2 0HD,6,,21-Dec-17,20-Dec-18
17/04369/HMOLIC,207 Botley Road Oxford Oxfordshire OX2 0HG,5,5,22-Dec-17,21-Dec-18
17/04585/HMOADS,23 Wharton Road Oxford Oxfordshire OX3 8AL,3,,22-Dec-17,21-Dec-18
17/04351/HMOADL,85 Barns Road Oxford Oxfordshire OX4 3QZ,5,,22-Dec-17,21-Dec-18
17/04408/HMOADS,66 Cardigan Street Oxford Oxfordshire OX2 6BS,4,,22-Dec-17,21-Dec-18
17/04359/HMOADL,12 Bullingdon Road Oxford OX4 1QQ,9,,23-Dec-17,22-Dec-18
17/03335/HMOADL,34 Benson Road Oxford Oxfordshire OX3 7EH,8,,23-Dec-17,22-Dec-18
16/05322/HMOLIC,26 Regent Street Oxford Oxfordshire OX4 1QX,6,6,22-Dec-16,22-Dec-18
17/04515/HMOADL,49 Dene Road Oxford Oxfordshire OX3 7EF,5,,23-Dec-17,22-Dec-18
17/04513/HMOLIC,1 Drove Acre Road Oxford Oxfordshire OX4 3DF,14,,23-Dec-17,22-Dec-18
17/04382/HMOADL,31 Botley Road Oxford Oxfordshire OX2 0BN,5,,24-Dec-17,23-Dec-18
17/04381/HMOADL,36 Hertford Street Oxford Oxfordshire OX4 3AJ,5,5,24-Dec-17,23-Dec-18
16/05328/HMOADS,11 Venneit Close Oxford Oxfordshire OX1 1HZ,3,3,23-Dec-16,23-Dec-18
17/04400/HMOLIC,34 St Michael's Street Oxford Oxfordshire OX1 2EB,7,,24-Dec-17,23-Dec-18
16/05346/HMOADS,62 Princes Street Oxford Oxfordshire OX4 1DE,4,4,24-Dec-16,23-Dec-18
17/04384/HMOADL,34 Burchester Avenue Oxford Oxfordshire OX3 9NB,5,4,24-Dec-17,23-Dec-18
17/04596/HMOADS,61 Ridgefield Road Oxford Oxfordshire OX4 3BX,4,,25-Dec-17,24-Dec-18
17/04601/HMOADL,28 Hertford Street Oxford Oxfordshire OX4 3AJ,3,,25-Dec-17,24-Dec-18
17/04642/HMOADL,10 Derwent Avenue Oxford Oxfordshire OX3 0AP,6,,25-Dec-17,24-Dec-18
17/04608/HMOLIC,2 South Parade Oxford Oxfordshire OX2 7JL,6,6,25-Dec-17,24-Dec-18
17/04454/HMOADS,60 Bulan Road Oxford Oxfordshire OX3 7HT,4,,26-Dec-17,25-Dec-18
17/04609/HMOADS,13 Vicarage Road Oxford Oxfordshire OX1 4RB,3,3,26-Dec-17,25-Dec-18
17/04574/HMOADL,19 Havelock Road Oxford OX4 3EP,5,,26-Dec-17,25-Dec-18
17/04436/HMOADS,16 Cowley Road Littlemore Oxford Oxfordshire OX4 4JY,4,,27-Dec-17,26-Dec-18
